timestamp,book_d_v1,book_d_v2,book_imbalance_v1,book_imbalance_v2,mid_price,mean_price
00:05.4,-2.231301560000001,-87378800.37317002,-0.5420572745386094,-0.5449344616563495,38854000.0,38854300.0
00:05.5,-0.572138,-22363357.743140005,-0.4890513203773629,-0.48882692821905055,39116500.0,39112700.0
00:05.6,0.15684080000000122,5840839.076160014,0.016723680577641387,0.016147050315272995,38571000.0,38574350.0
00:05.7,6.407535629999998,251450550.40747997,0.5377831819243244,0.5401847253123557,38893000.0,38955766.666666664
00:05.8,6.2677572700000015,240697233.33269,0.45037958786922805,0.4503352775315544,38549000.0,38485700.0
00:05.9,0.5691297499999999,22277621.81989,0.22963500123298786,0.2297572481638063,39121500.0,39120200.0
00:06.1,10.944076080000002,426048921.93553007,0.6246231907177942,0.6245432318722498,38855500.0,38968160.0
00:06.3,0.61192489,23816585.01568,0.09291746997693918,0.09376810241259537,38572000.0,38564800.0
00:06.4,-4.7028918599999985,-182171559.24556,-0.4880693169429598,-0.48917047859036034,38806500.0,38728333.333333336
00:06.5,-0.572138,-22363357.743140005,-0.4890513203773629,-0.48882692821905055,39116500.0,39112700.0
00:06.6,-2.5598132999999996,-98826640.39623,-0.5719496217021343,-0.5716113804920915,38633000.0,38639500.0
00:06.7,2.922905390000001,112650257.17706002,0.4826924810748244,0.4827567593095997,38558500.0,38560200.0
00:06.8,9.427569089999999,367447934.91561997,0.6572265181864706,0.6582577510846933,38758500.0,38869066.666666664
00:06.9,3.5295184699999997,135682184.82894003,0.3137981009685551,0.3129113734024933,38735000.0,38743300.0
00:07.1,8.244975149999998,320400602.55004007,0.5797010883858513,0.5792785452301427,38849000.0,38932625.0
00:07.2,1.40475784,54961704.26825,0.7006491294033638,0.7008067959141588,39110000.0,39108100.0
00:07.3,0.7964688100000004,30911970.327680007,0.1239519458409289,0.12472889476792186,38572000.0,38565700.0
00:07.4,-3.5381887500000007,-137420800.08665,-0.5241243252983303,-0.526033221784896,38806500.0,38806050.0
00:07.5,-2.1054018999999995,-81491268.59046,-0.5132353787419424,-0.5131209000812814,38843000.0,38842800.0
00:07.7,0.14294134000000192,5305617.901830018,0.015221572412494416,0.014648182617821158,38571000.0,38574350.0
00:07.8,6.620291569999997,259660178.72204998,0.5668500241557807,0.5689488219531368,38893000.0,38955566.666666664
00:07.9,6.730415860000001,258648679.36895996,0.4667569524575543,0.4668922486808646,38549000.0,38485466.666666664
00:08.0,0.05344091999999989,2102135.960009992,0.02722796947458856,0.027376525106637815,39123500.0,39122300.0
00:08.1,1.14144549,44621989.777399994,0.7234414664521003,0.7235679967335872,39076000.0,39078600.0
00:08.2,7.02125109,273439965.64686006,0.5605550503674952,0.560563494911492,38843000.0,38938800.0
00:08.4,-0.9827518500000005,-37598452.57324001,-0.09268855537434433,-0.09202669384077934,38516500.0,38522450.0
